Gene stable ID	Gene name	Chromosome/scaffold name
ENSMUSG00000039154	Shd	17
ENSMUSG00000031641	Cbr4	8
ENSMUSG00000027459	Fam110a	2
ENSMUSG00000038374	Rbm8a	3
ENSMUSG00000049922	Slc35c1	2
ENSMUSG00000006418	Rnf114	2
ENSMUSG00000045639	Zfp629	7
ENSMUSG00000111409	Gm49380	9
ENSMUSG00000072511	Hhla1	15
ENSMUSG00000051323	Pcdh19	X
ENSMUSG00000098112	Bin2	15
ENSMUSG00000030249	Abcc9	6
ENSMUSG00000094004	Gm5128	X
ENSMUSG00000027463	Slc52a3	2
ENSMUSG00000059460	Olfr286	15
ENSMUSG00000048077	H1fnt	15
ENSMUSG00000047030	Spata2	2
ENSMUSG00000028013	Ppa2	3
ENSMUSG00000020932	Gfap	11
ENSMUSG00000029699	Ssc4d	5
ENSMUSG00000027674	Pex5l	3
ENSMUSG00000030738	Eif3c	7
ENSMUSG00000028088	Fmo5	3
ENSMUSG00000027719	Adad1	3
ENSMUSG00000037204	Atg101	15
ENSMUSG00000036172	Cd200r3	16
ENSMUSG00000044976	Wdr72	9
ENSMUSG00000097328	Tnfsf12	11
ENSMUSG00000005881	Ergic3	2
ENSMUSG00000075408	6030408B16Rik	15
ENSMUSG00000008167	Fbxw9	8
ENSMUSG00000060257	Scrt2	2
ENSMUSG00000024330	Col11a2	17
ENSMUSG00000027072	Prg3	2
ENSMUSG00000032802	Srxn1	2
ENSMUSG00000050742	Olfr164	16
ENSMUSG00000057666	Gapdh	6
ENSMUSG00000021701	Plk2	13
ENSMUSG00000018752	Tnfsfm13	11
ENSMUSG00000027720	Il2	3
ENSMUSG00000068079	Tcf15	2
ENSMUSG00000027326	Knl1	2
ENSMUSG00000096549	Prickle4	17
ENSMUSG00000030830	Itgal	7
ENSMUSG00000032583	Mon1a	9
ENSMUSG00000042742	Bmt2	6
ENSMUSG00000016179	Camk1g	1
ENSMUSG00000079444	Gm21981	17
ENSMUSG00000031691	Tnpo2	8
ENSMUSG00000044600	Smim7	8
ENSMUSG00000038271	Iffo1	6
ENSMUSG00000023984	Gm20517	17
ENSMUSG00000030092	Cntn6	6
ENSMUSG00000022155	Mroh2b	15
ENSMUSG00000090115	Usp49	17
ENSMUSG00000089669	Tnfsf13	11
ENSMUSG00000029594	Rbm19	5
ENSMUSG00000029029	Wrap73	4
ENSMUSG00000039199	Zdhhc1	8
ENSMUSG00000022570	Tsta3	15
ENSMUSG00000023266	Frs3	17
ENSMUSG00000022987	Zfp641	15
ENSMUSG00000079020	Slc45a4	15
ENSMUSG00000062037	Olfr285	15
ENSMUSG00000029030	Tprgl	4
ENSMUSG00000024548	Setbp1	18
ENSMUSG00000092558	Med20	17
ENSMUSG00000016257	Prelid3b	2
ENSMUSG00000037185	Krt80	15
ENSMUSG00000096508	Gm7903	X
ENSMUSG00000051793	Olfr284	15
ENSMUSG00000056184	Olfr283	15
ENSMUSG00000031891	Hsd11b2	8
ENSMUSG00000056824	Zfp663	2
ENSMUSG00000033475	Tomm6	17
ENSMUSG00000022997	Wnt1	15
ENSMUSG00000035078	Mtmr9	14
ENSMUSG00000053950	Adnp2	18
ENSMUSG00000050158	Olfr165	16
ENSMUSG00000017667	Zfp334	2
ENSMUSG00000021732	Fgf10	13
ENSMUSG00000042404	Dennd4b	3
ENSMUSG00000023039	Krt7	15
ENSMUSG00000020894	Vamp2	11
ENSMUSG00000078632	Lrrc37a	11
ENSMUSG00000013160	Atp6v0d1	8
ENSMUSG00000042699	Dhx9	1
ENSMUSG00000059213	Ddn	15
ENSMUSG00000048216	Gpr85	6
ENSMUSG00000020263	Appl2	10
ENSMUSG00000050600	Zfp831	2
ENSMUSG00000067713	Prkag1	15
ENSMUSG00000038025	Phf2	13
ENSMUSG00000041605	5730559C18Rik	1
ENSMUSG00000046169	Adamts6	13
ENSMUSG00000056822	Olfr166	16
ENSMUSG00000029722	Agfg2	5
ENSMUSG00000027524	Edn3	2
ENSMUSG00000013338	Fer1l4	2
ENSMUSG00000045341	Olfr167	16
ENSMUSG00000080717	B230307C23Rik	16
ENSMUSG00000026288	Inpp5d	1
ENSMUSG00000029647	Pan3	5
ENSMUSG00000116673	A630089N07Rik	16
ENSMUSG00000030361	Klrb1a	6
ENSMUSG00000030214	Plbd1	6
ENSMUSG00000056076	Eif3b	5
ENSMUSG00000025785	Exosc7	9
ENSMUSG00000022838	Eaf2	16
ENSMUSG00000045034	Ankrd34b	13
ENSMUSG00000031959	Wdr59	8
ENSMUSG00000027670	Ocstamp	2
ENSMUSG00000022098	Bmp1	14
ENSMUSG00000035067	Xkr6	14
ENSMUSG00000017756	Slc12a7	13
ENSMUSG00000027628	Aar2	2
ENSMUSG00000023031	Cela1	15
ENSMUSG00000042821	Snai1	2
ENSMUSG00000025453	Nnt	13
ENSMUSG00000034239	Gm884	11
ENSMUSG00000042213	Zfand4	6
ENSMUSG00000022837	Iqcb1	16
ENSMUSG00000075600	Zc3h3	15
ENSMUSG00000061361	Olfr168	16
ENSMUSG00000038267	Slc22a23	13
ENSMUSG00000034334	Fam151b	13
ENSMUSG00000031791	Tmem38a	8
ENSMUSG00000037750	Fam222b	11
ENSMUSG00000020056	Washc3	10
ENSMUSG00000026181	Ppm1f	16
ENSMUSG00000062590	Armc9	1
ENSMUSG00000038831	Ralgps1	2
ENSMUSG00000092470	Gm20518	16
ENSMUSG00000021706	Zfyve16	13
ENSMUSG00000078923	Ube2v1	2
ENSMUSG00000050114	Prdx6b	2
ENSMUSG00000041566	Tssk1	16
ENSMUSG00000052419	2610001J05Rik	6
ENSMUSG00000042694	Stn1	19
ENSMUSG00000090236	Car15	16
ENSMUSG00000038252	Ncapd2	6
ENSMUSG00000078439	Smim24	10
ENSMUSG00000000884	Gnb1l	16
ENSMUSG00000068535	Olfr169	16
ENSMUSG00000116207	Nnt	13
ENSMUSG00000037902	Sirpa	2
ENSMUSG00000046957	Spz1	13
ENSMUSG00000001751	Naglu	11
ENSMUSG00000025823	Pdia4	6
ENSMUSG00000003166	Dgcr2	16
ENSMUSG00000038205	Prkab2	3
ENSMUSG00000057130	Txnl4a	18
ENSMUSG00000056501	Cebpb	2
ENSMUSG00000024571	Gm16286	18
ENSMUSG00000051499	Zfp786	6
ENSMUSG00000090213	Tmem189	2
ENSMUSG00000078906	Gm14444	2
ENSMUSG00000028779	Pef1	4
ENSMUSG00000056258	Kcnq3	15
ENSMUSG00000037990	Sh3rf3	10
ENSMUSG00000089739	Gm20431	2
ENSMUSG00000046010	Zfp830	11
ENSMUSG00000078905	Gm14393	2
ENSMUSG00000051804	Adam6b	12
ENSMUSG00000061689	Dlgap4	2
ENSMUSG00000033356	Pus7l	15
ENSMUSG00000062245	Olfr170	16
ENSMUSG00000027718	Il21	3
ENSMUSG00000037613	Tnfrsf23	7
ENSMUSG00000027282	Mtch2	2
ENSMUSG00000040943	Tet2	3
ENSMUSG00000022855	Senp2	16
ENSMUSG00000042638	Gucy2c	6
ENSMUSG00000043013	Onecut1	9
ENSMUSG00000058914	C1qtnf3	15
ENSMUSG00000004105	Angptl2	2
ENSMUSG00000055194	Actbl2	13
ENSMUSG00000049470	Aff4	11
ENSMUSG00000045362	Tnfrsf26	7
ENSMUSG00000074698	Csnk2a1	2
ENSMUSG00000086965	Rtl10	16
ENSMUSG00000010751	Tnfrsf22	7
ENSMUSG00000042684	Npl	1
ENSMUSG00000030364	Clec2h	6
ENSMUSG00000075088	Olfr1239	2
ENSMUSG00000018459	Slc13a3	2
ENSMUSG00000042447	Mios	6
ENSMUSG00000011837	Snapc2	8
ENSMUSG00000018334	Ksr1	11
ENSMUSG00000025793	Hgs	11
ENSMUSG00000023216	Epb42	2
ENSMUSG00000041570	Camsap2	1
ENSMUSG00000026618	Iars2	1
ENSMUSG00000038766	Gabpb2	3
ENSMUSG00000079299	Klrb1	6
ENSMUSG00000050846	Zfp623	15
ENSMUSG00000090093	Gm14399	2
ENSMUSG00000022097	Sftpc	14
ENSMUSG00000025858	Get4	5
ENSMUSG00000020945	Lyzl6	11
ENSMUSG00000005043	Sgsh	11
ENSMUSG00000078902	Gm14443	2
ENSMUSG00000035329	Fbxo33	12
ENSMUSG00000078903	Gm14391	2
ENSMUSG00000059883	Irak4	15
ENSMUSG00000027221	Chst1	2
ENSMUSG00000046722	Cdc42se1	3
ENSMUSG00000096010	Hist4h4	6
ENSMUSG00000030814	Bcl7c	7
ENSMUSG00000013483	Card14	11
ENSMUSG00000052759	Gpr25	1
ENSMUSG00000032253	Phip	9
ENSMUSG00000021716	Srek1ip1	13
ENSMUSG00000116016	AC118475.1	13
ENSMUSG00000043945	Adam6a	12
ENSMUSG00000032745	Gpbp1	13
ENSMUSG00000060032	H2afj	6
ENSMUSG00000053192	Mllt11	3
ENSMUSG00000017386	Traf4	11
ENSMUSG00000059810	Rgs3	4
ENSMUSG00000021715	Cwc27	13
ENSMUSG00000078901	Gm14440	2
ENSMUSG00000022451	Twf1	15
ENSMUSG00000078899	Gm4631	2
ENSMUSG00000111174	Olfr1240	2
ENSMUSG00000026228	Htr2b	1
ENSMUSG00000060480	Olfr171	16
ENSMUSG00000039318	Rab3gap2	1
ENSMUSG00000078898	Zfp968	2
ENSMUSG00000094638	Gm21972	1
ENSMUSG00000047237	Fbxw21	9
ENSMUSG00000029920	Smarcad1	6
ENSMUSG00000045281	Gpr20	15
ENSMUSG00000016356	Col20a1	2
ENSMUSG00000026229	Psmd1	1
ENSMUSG00000027967	Neurog2	3
ENSMUSG00000039725	Trp53rka	2
ENSMUSG00000075086	Olfr1241	2
ENSMUSG00000021958	Pinx1	14
ENSMUSG00000040321	Zfp770	2
ENSMUSG00000045348	Nyap1	5
ENSMUSG00000056220	Pla2g4a	1
ENSMUSG00000027323	Rad51	2
ENSMUSG00000021703	Serinc5	13
ENSMUSG00000037280	Galnt6	15
ENSMUSG00000025784	Clec3b	9
ENSMUSG00000030216	Wbp11	6
ENSMUSG00000028778	Hcrtr1	4
ENSMUSG00000041297	Cdk13	13
ENSMUSG00000033788	Dysf	6
ENSMUSG00000090210	Itga10	3
ENSMUSG00000064293	Cntn4	6
ENSMUSG00000106350	Gm4869	5
ENSMUSG00000021702	Thbs4	13
ENSMUSG00000062519	Zfp398	6
ENSMUSG00000046215	Rprml	11
ENSMUSG00000054757	Akr1c20	13
ENSMUSG00000025105	Bnc1	7
ENSMUSG00000070730	Rmdn3	2
ENSMUSG00000055923	Aasdh	5
ENSMUSG00000043298	Smco3	6
ENSMUSG00000030325	Klrb1c	6
ENSMUSG00000106447	Gm42957	3
ENSMUSG00000047515	BC049715	6
ENSMUSG00000027661	Slc2a10	2
ENSMUSG00000028102	Pex11b	3
ENSMUSG00000035311	Gnptab	10
ENSMUSG00000004948	Zp3	5
ENSMUSG00000038014	Fam120a	13
ENSMUSG00000078897	Gm4724	2
ENSMUSG00000048922	Cdca2	14
ENSMUSG00000042655	Fam159b	13
ENSMUSG00000042717	Ppp1r3a	6
ENSMUSG00000107872	Gm44511	6
ENSMUSG00000048154	Kmt2d	15
ENSMUSG00000041247	Lamp3	16
ENSMUSG00000030282	Cmas	6
ENSMUSG00000027893	Ahcyl1	3
ENSMUSG00000079298	Klrb1b	6
ENSMUSG00000032584	Mst1r	9
ENSMUSG00000079105	C7	15
ENSMUSG00000027067	Ssrp1	2
ENSMUSG00000031803	B3gnt3	8
ENSMUSG00000036599	Chst12	5
ENSMUSG00000063060	Sox7	14
ENSMUSG00000078896	Zfp965	2
ENSMUSG00000022665	Ccdc80	16
ENSMUSG00000051378	Kif18b	11
ENSMUSG00000038604	Ripor1	8
ENSMUSG00000017897	Eya2	2
ENSMUSG00000048473	Sult6b2	6
ENSMUSG00000094475	Gm11007	2
ENSMUSG00000060034	Ctf2	7
ENSMUSG00000019301	Hsd17b1	11
ENSMUSG00000036216	Leap2	11
ENSMUSG00000042340	Ctf1	7
ENSMUSG00000020057	Dram1	10
ENSMUSG00000095545	Zfp969	2
ENSMUSG00000026972	Arrdc1	2
ENSMUSG00000012483	Rpa3	6
ENSMUSG00000030638	Sh3gl3	7
ENSMUSG00000074182	Znhit6	3
ENSMUSG00000094932	Gm2007	2
ENSMUSG00000005705	Agrp	8
ENSMUSG00000075085	Olfr1242	2
ENSMUSG00000030283	St8sia1	6
ENSMUSG00000027220	Syt13	2
ENSMUSG00000020946	Gosr2	11
ENSMUSG00000025060	Slk	19
ENSMUSG00000078889	Gm14288	2
ENSMUSG00000005698	Ctcf	8
ENSMUSG00000021704	Mtx3	13
ENSMUSG00000075084	Olfr1243	2
ENSMUSG00000027540	Ptpn1	2
ENSMUSG00000030217	Art4	6
ENSMUSG00000026885	Ttll11	2
ENSMUSG00000067818	Myl9	2
ENSMUSG00000058056	Palld	8
ENSMUSG00000031004	Mki67	7
ENSMUSG00000049791	Fzd4	7
ENSMUSG00000034429	Zfp707	15
ENSMUSG00000078887	Gm6710	2
ENSMUSG00000030335	Mrpl51	6
ENSMUSG00000027577	Chrna4	2
ENSMUSG00000021961	4930578I06Rik	14
ENSMUSG00000027071	P2rx3	2
ENSMUSG00000030218	Mgp	6
ENSMUSG00000021719	Rgs7bp	13
ENSMUSG00000021431	Snrnp48	13
ENSMUSG00000047419	Cmya5	13
ENSMUSG00000089862	Umad1	6
ENSMUSG00000021718	4933425L06Rik	13
ENSMUSG00000054405	Dnajc8	4
ENSMUSG00000089756	Zfp966	2
ENSMUSG00000048148	Nwd1	8
ENSMUSG00000026404	Ddx59	1
ENSMUSG00000027465	Tbc1d20	2
ENSMUSG00000031250	Tnmd	X
ENSMUSG00000107705	Gm45062	6
ENSMUSG00000053675	Tgm5	2
ENSMUSG00000078886	Gm2026	2
ENSMUSG00000029595	Lhx5	5
ENSMUSG00000039159	Ube2h	6
ENSMUSG00000090164	BC035044	6
ENSMUSG00000029638	Glcci1	6
ENSMUSG00000062175	Tgif2	2
ENSMUSG00000030219	Erp27	6
ENSMUSG00000030365	Clec2i	6
ENSMUSG00000046049	Rp1l1	14
ENSMUSG00000038213	Tapbpl	6
ENSMUSG00000048644	Ctxn1	8
ENSMUSG00000044365	Cxxc4	3
ENSMUSG00000029919	Hpgds	6
ENSMUSG00000028608	0610037L13Rik	4
ENSMUSG00000030337	Vamp1	6
ENSMUSG00000021567	Nkd2	13
ENSMUSG00000041849	Card6	15
ENSMUSG00000095648	Gm2004	2
ENSMUSG00000022664	Slc35a5	16
ENSMUSG00000019917	Sept10	10
ENSMUSG00000047371	Zfp768	7
ENSMUSG00000042167	Papd4	13
ENSMUSG00000078894	2210418O10Rik	2
ENSMUSG00000045532	C1ql1	11
ENSMUSG00000034006	Pqlc1	18
ENSMUSG00000017405	Nek8	11
ENSMUSG00000027006	Dnajc10	2
ENSMUSG00000111456	Olfr1245	2
ENSMUSG00000078895	Gm11009	2
ENSMUSG00000030336	Cd27	6
ENSMUSG00000025369	Smarcc2	10
ENSMUSG00000032727	Mier3	13
ENSMUSG00000079103	Tgm7	2
ENSMUSG00000089951	Gm14435	2
ENSMUSG00000040794	C1qtnf4	2
ENSMUSG00000024334	H2-Oa	17
ENSMUSG00000056413	Adap1	5
ENSMUSG00000027466	Rbck1	2
ENSMUSG00000036586	Grifin	5
ENSMUSG00000064330	Pde6h	6
ENSMUSG00000030279	C2cd5	6
ENSMUSG00000075028	Prdm11	2
ENSMUSG00000027722	Spata5	3
ENSMUSG00000030220	Arhgdib	6
ENSMUSG00000022686	B3gnt5	16
ENSMUSG00000021720	Rnf180	13
ENSMUSG00000029577	Ube3b	5
ENSMUSG00000044894	Uqcrq	11
ENSMUSG00000111715	Olfr1246	2
ENSMUSG00000074890	Lcmt2	2
ENSMUSG00000027637	1110008F13Rik	2
ENSMUSG00000027259	Adal	2
ENSMUSG00000027636	Sla2	2
ENSMUSG00000054381	Zfp747	7
ENSMUSG00000039405	Prss23	7
ENSMUSG00000021721	Htr1a	13
ENSMUSG00000098188	Sowahc	10
ENSMUSG00000018486	Wnt9b	11
ENSMUSG00000078881	Gm14434	2
ENSMUSG00000039640	Mrpl12	11
ENSMUSG00000001755	Coasy	11
ENSMUSG00000067702	Tuba3a	6
ENSMUSG00000018238	Gdf9	11
ENSMUSG00000047641	Krt87	15
ENSMUSG00000049314	Fbxw13	9
ENSMUSG00000078880	Gm14308	2
ENSMUSG00000051444	Bbs12	3
ENSMUSG00000009828	Ick	9
ENSMUSG00000035653	Lrfn5	12
ENSMUSG00000078878	Gm14305	2
ENSMUSG00000074577	Ripor3	2
ENSMUSG00000021569	Trip13	13
ENSMUSG00000045031	Cetn4	3
ENSMUSG00000029570	Lfng	5
ENSMUSG00000066368	Actl11	9
ENSMUSG00000078879	Zfp973	2
ENSMUSG00000022575	Gsdmd	15
ENSMUSG00000067377	Tspan6	X
ENSMUSG00000052099	Prss51	14
ENSMUSG00000023755	Rhebl1	15
ENSMUSG00000018387	Shroom1	11
ENSMUSG00000028195	Cyr61	3
ENSMUSG00000000125	Wnt3	11
ENSMUSG00000078877	Gm14295	2
ENSMUSG00000034623	Prss55	14
ENSMUSG00000063971	Krt88	15
ENSMUSG00000078876	Gm14408	2
ENSMUSG00000033392	Clasp2	9
ENSMUSG00000005364	Il5ra	6
ENSMUSG00000037225	Fgf2	3
ENSMUSG00000075081	Olfr1247	2
ENSMUSG00000044641	Pard6b	2
ENSMUSG00000026974	Zmynd19	2
ENSMUSG00000030823	9130019O22Rik	7
ENSMUSG00000038991	Txndc5	13
ENSMUSG00000042590	Ipo11	13
ENSMUSG00000030222	Rerg	6
ENSMUSG00000050174	Nudt6	3
ENSMUSG00000005360	Slc1a3	15
ENSMUSG00000034858	Fam214a	9
ENSMUSG00000023000	Dhh	15
ENSMUSG00000020935	Dcakd	11
ENSMUSG00000031958	Ldhd	8
ENSMUSG00000000248	Clec2g	6
ENSMUSG00000005510	Ndufs3	2
ENSMUSG00000020936	Nmt1	11
ENSMUSG00000005362	Crbn	6
ENSMUSG00000074527	Gm14296	2
ENSMUSG00000027634	Ndrg3	2
ENSMUSG00000033545	Znrf1	8
ENSMUSG00000005505	Kbtbd4	2
ENSMUSG00000029247	Paics	5
ENSMUSG00000078875	Gm14419	2
ENSMUSG00000033595	Lgi3	14
ENSMUSG00000006345	Ggt1	10
ENSMUSG00000111239	Olfr1248	2
ENSMUSG00000026017	Carf	1
ENSMUSG00000098176	Ccdc166	15
ENSMUSG00000067615	Krt81	15
ENSMUSG00000078872	Gm14401	2
ENSMUSG00000041638	Gcn1l1	5
ENSMUSG00000022244	Amacr	15
ENSMUSG00000070000	Fcho1	8
ENSMUSG00000039004	Bmp6	13
ENSMUSG00000013736	Trnt1	6
ENSMUSG00000030339	Ltbr	6
ENSMUSG00000029246	Ppat	5
ENSMUSG00000026895	Ndufa8	2
ENSMUSG00000021207	Akr1c21	13
ENSMUSG00000025451	Paip1	13
ENSMUSG00000027202	Slc12a1	2
ENSMUSG00000055053	Nfic	10
ENSMUSG00000029596	Sdsl	5
ENSMUSG00000093752	Gm20716	2
ENSMUSG00000025792	Slc25a10	11
ENSMUSG00000023032	Slc4a8	15
ENSMUSG00000051149	Adnp	2
ENSMUSG00000026019	Wdr12	1
ENSMUSG00000078919	Dpm1	2
ENSMUSG00000038502	Ptov1	7
ENSMUSG00000032715	Trib3	2
ENSMUSG00000002949	Timm44	8
ENSMUSG00000030275	Etnk1	6
ENSMUSG00000038170	Pde4dip	3
ENSMUSG00000028194	Ddah1	3
ENSMUSG00000028172	Tacr3	3
ENSMUSG00000046814	Gchfr	2
ENSMUSG00000027635	Dsn1	2
ENSMUSG00000075079	Olfr1249	2
ENSMUSG00000026640	Plxna2	1
ENSMUSG00000078580	E430018J23Rik	7
ENSMUSG00000022243	Slc45a2	15
ENSMUSG00000022663	Atg3	16
ENSMUSG00000078870	Gm14410	2
ENSMUSG00000063296	Tmem117	15
ENSMUSG00000075078	Olfr1250	2
ENSMUSG00000026894	Morn5	2
ENSMUSG00000029822	Osbpl3	6
ENSMUSG00000022454	Nell2	15
ENSMUSG00000031253	Srpx2	X
ENSMUSG00000030340	Scnn1a	6
ENSMUSG00000045438	Cox19	5
ENSMUSG00000021754	Map3k1	13
ENSMUSG00000060735	Rxfp3	15
ENSMUSG00000028191	Bcl10	3
ENSMUSG00000030621	Me3	7
ENSMUSG00000033589	Reep4	14
ENSMUSG00000049699	Ucn2	9
ENSMUSG00000029917	C130060K24Rik	6
ENSMUSG00000111567	Olfr1251	2
ENSMUSG00000030223	Ptpro	6
ENSMUSG00000054994	AV320801	X
ENSMUSG00000045757	Zfp764	7
ENSMUSG00000067614	Krt86	15
ENSMUSG00000007617	Homer1	13
ENSMUSG00000070002	Ell	8
ENSMUSG00000044352	Sowaha	11
ENSMUSG00000032299	Commd4	9
ENSMUSG00000042671	Rgs8	1
ENSMUSG00000009097	Tbx1	16
ENSMUSG00000059361	Nrsn2	2
ENSMUSG00000041540	Sox5	6
ENSMUSG00000029094	Afap1	5
ENSMUSG00000020893	Per1	11
ENSMUSG00000087651	1500009L16Rik	10
ENSMUSG00000098678	Mroh6	15
ENSMUSG00000028776	Tinagl1	4
ENSMUSG00000023286	Ube2j2	4
ENSMUSG00000110819	Olfr1252	2
ENSMUSG00000032487	Ptgs2	1
ENSMUSG00000029541	Cyp2w1	5
ENSMUSG00000057649	Brd9	13
ENSMUSG00000039671	Zmynd8	2
ENSMUSG00000030154	Klrb1f	6
ENSMUSG00000030811	Fbxl19	7
ENSMUSG00000038354	Ankrd35	3
ENSMUSG00000003199	Mpnd	17
ENSMUSG00000028358	Zfp618	4
ENSMUSG00000029597	Sds	5
ENSMUSG00000017677	Wsb1	11
ENSMUSG00000045251	Zfp688	7
ENSMUSG00000042292	Mkl1	15
ENSMUSG00000075075	Olfr1253	2
ENSMUSG00000067613	Krt83	15
ENSMUSG00000059852	Kcng2	18
ENSMUSG00000093456	Gm20662	9
ENSMUSG00000029598	Plbd2	5
ENSMUSG00000051817	Sox12	2
ENSMUSG00000041841	Rpl37	15
ENSMUSG00000030155	Clec2e	6
ENSMUSG00000074682	Zcchc3	2
ENSMUSG00000032594	Ip6k1	9
ENSMUSG00000116336	AC103674.4	15
ENSMUSG00000053647	Gper1	5
ENSMUSG00000032348	Gsta4	9
ENSMUSG00000034243	Golgb1	16
ENSMUSG00000044197	Gpr146	5
ENSMUSG00000032680	6820408C15Rik	2
ENSMUSG00000029563	Foxp2	6
ENSMUSG00000053907	Mat2a	6
ENSMUSG00000044092	C130050O18Rik	5
ENSMUSG00000024335	Brd2	17
ENSMUSG00000053553	3110082I17Rik	5
ENSMUSG00000034327	Kctd9	14
ENSMUSG00000049985	Ankrd55	13
ENSMUSG00000029723	Tsc22d4	5
ENSMUSG00000032593	Amigo3	9
ENSMUSG00000030341	Tnfrsf1a	6
ENSMUSG00000032595	Cdhr4	9
ENSMUSG00000034648	Lrrn1	6
ENSMUSG00000075074	Olfr1254	2
ENSMUSG00000023235	Ccl25	8
ENSMUSG00000041498	Kif14	1
ENSMUSG00000096225	Lhx8	3
ENSMUSG00000074681	Defb23	2
ENSMUSG00000038167	Plekhg6	6
ENSMUSG00000034639	Setmar	6
ENSMUSG00000026975	Dph7	2
ENSMUSG00000068580	Zfyve19	2
ENSMUSG00000049560	Defb20	2
ENSMUSG00000040028	Elavl1	8
ENSMUSG00000072214	Sept5	16
ENSMUSG00000078869	Gm14409	2
ENSMUSG00000027468	Defb22	2
ENSMUSG00000078868	Gm14412	2
ENSMUSG00000042303	Sgsm3	15
ENSMUSG00000048424	Ranbp3l	15
ENSMUSG00000030342	Cd9	6
ENSMUSG00000078867	Gm14418	2
ENSMUSG00000074680	Defb26	2
ENSMUSG00000074679	Defb28	2
ENSMUSG00000078866	Zfp970	2
ENSMUSG00000028115	Bnipl	3
ENSMUSG00000036850	Mrpl41	2
ENSMUSG00000094786	Gm14403	2
ENSMUSG00000047497	Adamts12	15
ENSMUSG00000034278	Dnajc17	2
ENSMUSG00000032590	Apeh	9
ENSMUSG00000052631	Sh2d6	6
ENSMUSG00000068966	Zbtb34	2
ENSMUSG00000030101	Sumf1	6
ENSMUSG00000116594	AC133488.1	16
ENSMUSG00000078865	Gm14406	2
ENSMUSG00000055926	Gm14137	2
ENSMUSG00000110206	Flt3l	7
ENSMUSG00000050761	Gp1bb	16
ENSMUSG00000022999	Lmbr1l	15
ENSMUSG00000030157	Clec2d	6
ENSMUSG00000078864	Gm14322	2
ENSMUSG00000045148	Olfr1255	2
ENSMUSG00000074576	Mocs3	2
ENSMUSG00000050697	Prkaa1	15
ENSMUSG00000095362	Gm14325	2
ENSMUSG00000044294	Krt84	15
ENSMUSG00000044249	Defb29	2
ENSMUSG00000022151	Ttc33	15
ENSMUSG00000025323	Sp4	12
ENSMUSG00000043008	Klhl6	16
ENSMUSG00000050357	Carmil2	8
ENSMUSG00000068860	Gm128	3
ENSMUSG00000074529	Zfp972	2
ENSMUSG00000042350	Arel1	12
ENSMUSG00000069189	Zdhhc11	13
ENSMUSG00000074521	Gm14327	2
ENSMUSG00000026890	Lhx6	2
ENSMUSG00000026788	Zbtb43	2
ENSMUSG00000074575	Kcng1	2
ENSMUSG00000078862	Gm14326	2
ENSMUSG00000038000	Acd	8
ENSMUSG00000036565	Ttyh3	5
ENSMUSG00000021218	Gdi2	13
ENSMUSG00000059895	Ptp4a3	15
ENSMUSG00000079323	Gm20661	9
ENSMUSG00000055485	Soga1	2
ENSMUSG00000039942	Ptger4	15
ENSMUSG00000016346	Kcnq2	2
ENSMUSG00000089989	Gm45713	7
ENSMUSG00000074183	Gsta1	9
ENSMUSG00000056544	Defb21	2
ENSMUSG00000032936	Camkv	9
ENSMUSG00000074129	Rpl13a	7
ENSMUSG00000050645	Defb19	2
ENSMUSG00000074628	Tldc2	2
ENSMUSG00000062822	4833420G17Rik	13
ENSMUSG00000056529	Ptafr	4
ENSMUSG00000062124	Defb45	2
ENSMUSG00000025876	Unc5a	13
ENSMUSG00000020032	Nuak1	10
ENSMUSG00000036873	2410004B18Rik	3
ENSMUSG00000045608	Dbx2	15
ENSMUSG00000025064	Col17a1	19
ENSMUSG00000049548	Krt82	15
ENSMUSG00000072235	Tuba1a	15
ENSMUSG00000031622	Sin3b	8
ENSMUSG00000021966	Prss52	14
ENSMUSG00000019139	Isyna1	8
ENSMUSG00000033323	Ctdp1	18
ENSMUSG00000030156	Cd69	6
ENSMUSG00000023004	Tuba1b	15
ENSMUSG00000021243	Fcf1	12
ENSMUSG00000041528	Rnf123	9
ENSMUSG00000033799	Fam208b	13
ENSMUSG00000074519	Zfp971	2
ENSMUSG00000052013	Btla	16
ENSMUSG00000116358	AC161165.4	15
ENSMUSG00000078861	Zfp931	2
ENSMUSG00000025877	Hk3	13
ENSMUSG00000034773	BC030867	11
ENSMUSG00000023987	Pgc	17
ENSMUSG00000048699	Krt90	15
ENSMUSG00000021690	Jmy	13
ENSMUSG00000095845	Gm5741	8
ENSMUSG00000054733	Msra	14
ENSMUSG00000111709	Gm3776	9
ENSMUSG00000045328	Cenpe	3
ENSMUSG00000004508	Gab2	7
ENSMUSG00000016763	Scube1	15
ENSMUSG00000028607	Cpt2	4
ENSMUSG00000015766	Eps8	6
ENSMUSG00000027544	Nfatc2	2
ENSMUSG00000038765	Lmx1b	2
ENSMUSG00000061701	Fbxw20	9
ENSMUSG00000029575	Mmab	5
ENSMUSG00000008859	Rala	13
ENSMUSG00000030822	Prr14	7
ENSMUSG00000026475	Rgs16	1
ENSMUSG00000027639	Samhd1	2
ENSMUSG00000063704	Mapk15	15
ENSMUSG00000023781	Hes7	11
ENSMUSG00000019916	P4ha1	10
ENSMUSG00000031410	Nxf7	X
ENSMUSG00000015812	Gnrh1	14
ENSMUSG00000025127	Gcgr	11
ENSMUSG00000033581	Igf2bp2	16
